,Decel,KFGrad,KCIFGrad
0,0.26907333333333333,0.2895066666666667,0.2786933333333333
1,0.5025533333333332,0.5436066666666668,0.5508399999999999
2,0.6928933333333335,0.7197066666666667,0.7190133333333333
3,0.7619333333333334,0.7754,0.77728
4,0.7977733333333333,0.8083266666666666,0.8049133333333334
5,0.8155533333333335,0.8240533333333334,0.8221399999999999
6,0.8294133333333332,0.8356533333333331,0.83296
7,0.8375733333333335,0.8443133333333332,0.8421800000000002
8,0.8446733333333334,0.8519533333333335,0.85032
9,0.8525000000000001,0.8588933333333333,0.8572266666666667
10,0.8586666666666667,0.8646533333333332,0.8650266666666668
11,0.8641133333333334,0.8709133333333333,0.8722466666666667
12,0.8704866666666667,0.8771799999999998,0.8782333333333333
13,0.8755533333333335,0.8816400000000001,0.8822399999999999
14,0.8798466666666667,0.8849866666666666,0.8877066666666668
15,0.8852466666666666,0.8905266666666665,0.8917066666666665
16,0.88786,0.8929533333333333,0.89504
17,0.89006,0.8948533333333334,0.8975266666666667
18,0.8934933333333334,0.8977999999999999,0.8998200000000002
19,0.8967066666666665,0.90102,0.90162
20,0.8988666666666668,0.9033800000000001,0.9029733333333333
21,0.9007733333333333,0.9050400000000001,0.9063
22,0.9030799999999999,0.90788,0.9084999999999999
23,0.90472,0.9094200000000001,0.9109000000000002
24,0.9067266666666665,0.9111533333333333,0.9128133333333331
25,0.9085866666666667,0.9126666666666666,0.9142666666666667
26,0.9107533333333334,0.91422,0.91496
27,0.9122866666666666,0.9157066666666667,0.9159066666666669
28,0.9129933333333333,0.9163133333333333,0.9172733333333333
29,0.9143333333333333,0.9173866666666666,0.9185133333333334
30,0.9156133333333332,0.9191133333333331,0.92014
31,0.9163066666666667,0.9190200000000001,0.9211533333333335
32,0.9184666666666668,0.9210200000000004,0.9215133333333333
33,0.9195666666666665,0.92226,0.9228866666666666
34,0.9202333333333335,0.9225799999999997,0.9234133333333335
35,0.9209066666666667,0.9233066666666667,0.9241666666666668
36,0.9215866666666667,0.9238066666666666,0.92542
37,0.9220799999999999,0.9248266666666666,0.9256266666666666
38,0.9228199999999999,0.9256,0.9265466666666667
39,0.9237666666666667,0.9265933333333334,0.9276333333333333
40,0.9247600000000002,0.9276533333333333,0.9283666666666668
41,0.9256933333333333,0.9286933333333333,0.92968
42,0.9261533333333335,0.9292133333333332,0.9304866666666668
43,0.9274066666666666,0.9301533333333332,0.9312533333333334
44,0.9274733333333334,0.9302400000000001,0.9316733333333335
45,0.9279866666666667,0.9311933333333334,0.9322333333333332
46,0.9284333333333332,0.9313933333333335,0.9325800000000001
47,0.9297000000000001,0.9326666666666665,0.9336933333333334
48,0.9299333333333333,0.9328933333333332,0.9343066666666667
49,0.9300333333333332,0.9328933333333335,0.9347066666666666
50,0.9313466666666667,0.9344000000000001,0.9355466666666667
51,0.9320466666666666,0.93512,0.9359599999999999
52,0.9318266666666666,0.9350400000000001,0.9362933333333335
53,0.9332999999999999,0.9361333333333334,0.93674
54,0.9336066666666665,0.9358933333333334,0.9374999999999999
55,0.9347400000000001,0.9370666666666668,0.9379066666666664
56,0.9345466666666665,0.9369400000000001,0.9384333333333335
57,0.9354199999999999,0.9376,0.9394133333333332
58,0.9355466666666667,0.9381266666666669,0.9395799999999999
59,0.9360266666666668,0.9382933333333333,0.9402266666666667
60,0.9366066666666667,0.9388400000000001,0.9407599999999997
61,0.9371933333333334,0.9392866666666667,0.9408533333333331
62,0.9374800000000001,0.9396866666666666,0.9413400000000001
63,0.9379066666666666,0.9398599999999999,0.9418200000000002
64,0.9388666666666666,0.9408533333333333,0.9422866666666665
65,0.9391333333333333,0.9411333333333333,0.9425466666666669
66,0.9401333333333334,0.9417533333333331,0.9428866666666667
67,0.9402733333333333,0.9420066666666667,0.9430400000000001
68,0.9404800000000001,0.94208,0.94372
69,0.94116,0.9427333333333333,0.9437800000000001
