,Decel,KFGrad,KCIFGrad
0,0.15246666666666667,0.4205066666666667,0.45136
1,0.2232466666666667,0.70976,0.7357600000000001
2,0.31455333333333335,0.7859199999999998,0.7956399999999999
3,0.42700666666666665,0.8149399999999999,0.8262733333333332
4,0.5308466666666667,0.8379800000000002,0.8434266666666667
5,0.6231533333333333,0.8534266666666667,0.8556466666666667
6,0.6909466666666668,0.8626799999999999,0.86762
7,0.7303466666666666,0.8719466666666665,0.8783666666666666
8,0.75224,0.8805399999999999,0.88534
9,0.7705066666666666,0.8854733333333333,0.8918133333333333
10,0.78222,0.8915666666666666,0.8963
11,0.7943066666666667,0.8963533333333333,0.8998066666666666
12,0.8036066666666669,0.8999866666666667,0.90344
13,0.8110866666666666,0.9028866666666666,0.9065866666666665
14,0.8166800000000002,0.9055866666666667,0.91098
15,0.8214466666666667,0.9092666666666666,0.9130199999999999
16,0.8272733333333334,0.91046,0.9154399999999998
17,0.8307333333333333,0.9124799999999998,0.9177466666666667
18,0.8342533333333333,0.9144066666666666,0.9198000000000001
19,0.8370333333333334,0.9173133333333333,0.9217666666666666
20,0.8402799999999998,0.9188333333333334,0.9229333333333333
21,0.8444466666666665,0.9202533333333333,0.9247599999999998
22,0.84776,0.9213133333333334,0.92576
23,0.8506466666666667,0.9225133333333334,0.9272866666666667
24,0.8537466666666667,0.9235133333333334,0.9284733333333334
25,0.8563533333333333,0.9244466666666666,0.9295066666666666
26,0.8595400000000001,0.92618,0.9304666666666666
27,0.8619133333333334,0.9276800000000001,0.9314
28,0.8645733333333332,0.9279133333333331,0.9322866666666666
29,0.8663799999999999,0.9294533333333332,0.9334466666666666
30,0.8685599999999998,0.9307266666666666,0.9346466666666665
31,0.8710666666666669,0.9313,0.93634
32,0.8745066666666667,0.93318,0.9364533333333332
33,0.8766,0.9339266666666666,0.9379066666666667
34,0.8788,0.9350466666666667,0.9387199999999998
35,0.88034,0.93602,0.9392666666666666
36,0.8821866666666668,0.93674,0.9400533333333333
37,0.8833733333333335,0.9373533333333331,0.9407399999999999
38,0.8850733333333333,0.9387733333333335,0.94208
39,0.8868266666666665,0.9387133333333332,0.9429066666666668
40,0.8885133333333333,0.9399666666666667,0.9434333333333333
41,0.8902533333333333,0.9413133333333333,0.9440733333333334
42,0.8909066666666667,0.9412266666666667,0.94464
43,0.89218,0.94234,0.94518
44,0.89356,0.9423333333333332,0.9456733333333335
45,0.8945066666666667,0.9432666666666668,0.9462600000000001
46,0.8957533333333332,0.9436266666666666,0.9472066666666665
47,0.8969733333333335,0.9448933333333333,0.9477266666666665
48,0.8974533333333333,0.9444933333333334,0.9482866666666668
49,0.8983399999999999,0.9444,0.9485533333333332
50,0.8999866666666665,0.94548,0.9491866666666666
51,0.90058,0.9459466666666666,0.9496466666666667
52,0.9015866666666666,0.9458866666666667,0.9494933333333333
53,0.90254,0.9466333333333332,0.9504666666666667
54,0.9030799999999999,0.9470066666666666,0.95102
55,0.9041333333333335,0.9468199999999999,0.9513999999999999
56,0.9050466666666668,0.9471466666666666,0.9521666666666668
57,0.9055266666666667,0.9477066666666667,0.9528333333333333
58,0.9060733333333334,0.9482133333333335,0.9529666666666664
59,0.9064333333333333,0.9483533333333333,0.9535533333333336
60,0.9077799999999999,0.9490933333333335,0.9540466666666667
61,0.9084266666666668,0.9492266666666666,0.9542533333333334
62,0.9092133333333334,0.9496333333333333,0.9542866666666666
63,0.9103466666666666,0.9501466666666668,0.9546133333333333
64,0.9109200000000001,0.9505066666666667,0.9555333333333332
65,0.91122,0.95094,0.95564
66,0.9118999999999999,0.9515133333333333,0.9559399999999999
67,0.9128466666666668,0.9520333333333333,0.9565266666666666
68,0.9128666666666667,0.9525799999999999,0.9571266666666666
69,0.9135933333333331,0.9525666666666666,0.9572
